hhid,choice,PPkStk,PBBStk,PFlStk,PHseStk,PGenStk,PImpStk,PSSTub,PPkTub,PFlTub,PHseTub
2126722,3,0.58,0.25,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2126722,1,0.58,0.56,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2126722,3,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126722,6,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2126722,3,0.39,0.58,0.99,0.29,0.33,0.69,0.63,1.09,1.19,0.56
2126722,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2126789,10,0.67,0.67,1.08,0.39,0.39,0.78,0.88,1.08,1.17,0.5
2126789,4,0.63,0.67,0.99,0.57,0.49,0.93,0.85,0.98,1.17,0.59
2126789,7,0.63,0.67,1.08,0.57,0.39,0.93,0.6,0.98,1.17,0.59
2126789,7,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2126789,4,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2126789,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2126789,4,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126789,4,0.58,0.58,0.99,0.29,0.33,0.69,0.82,1.07,1.19,0.59
2126888,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2126888,1,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2126888,1,0.62,0.61,0.99,0.57,0.36,0.71,0.85,1.09,1.19,0.59
2126888,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2126888,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2126888,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2126888,1,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2126888,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2126888,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2126888,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2126888,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2126888,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2126888,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2126888,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2127019,8,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2127019,1,0.63,0.67,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2127019,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2127019,1,0.25,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127019,3,0.58,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2127019,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2127019,8,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2127019,4,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2127019,2,0.58,0.25,0.99,0.29,0.33,0.7,0.85,1.07,1.19,0.57
2127076,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2127076,7,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127076,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127076,2,0.58,0.25,0.99,0.29,0.33,0.69,0.82,1.07,1.19,0.59
2127167,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2127167,5,0.63,0.59,1.02,0.57,0.36,0.93,0.85,1.09,1.23,0.65
2127167,2,0.62,0.29,1.09,0.58,0.36,1.38,0.85,1.09,1.19,0.7
2127167,7,0.62,0.61,0.99,0.49,0.33,0.75,0.5,1.09,1.19,0.59
2127167,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2127167,1,0.5,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2127167,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2127175,2,0.62,0.29,1.09,0.58,0.36,1.38,0.85,1.09,1.19,0.7
2127175,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2127175,4,0.62,0.61,0.99,0.29,0.37,0.75,0.85,1.09,1.19,0.59
2127175,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2127175,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2127175,4,0.5,0.58,0.99,0.19,0.34,0.72,0.85,1.07,1.19,0.59
2127175,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2127175,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2127175,4,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2127258,5,0.63,0.59,0.99,0.57,0.49,0.79,0.85,0.99,1.17,0.59
2127258,4,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.19,0.5
2127258,5,0.63,0.67,1.09,0.57,0.33,0.75,0.85,0.98,1.17,0.59
2127258,4,0.58,0.58,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2127456,5,0.62,0.5,0.99,0.28,0.36,0.75,0.85,1.1,1.19,0.59
2127456,1,0.62,0.5,0.99,0.55,0.36,0.75,0.85,1.09,1.19,0.59
2127456,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2127456,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127456,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127456,1,0.46,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127456,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2127456,4,0.58,0.65,0.99,0.25,0.34,0.72,0.85,1.07,1.19,0.59
2127456,2,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2127456,4,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2127456,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2127456,2,0.58,0.25,0.99,0.29,0.33,0.7,0.89,1.07,1.2,0.62
2127456,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2127456,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2127456,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2127456,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2127498,1,0.29,0.5,1.01,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2127498,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127498,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127498,1,0.5,0.61,0.99,0.45,0.33,0.74,0.85,1.07,1.19,0.59
2127498,2,0.58,0.45,1.02,0.25,0.34,0.92,0.85,1.07,1.19,0.59
2127498,2,0.58,0.25,0.99,0.27,0.33,0.92,0.85,1.07,1.19,0.59
2127498,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2127571,1,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2127571,9,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2127571,1,0.5,0.58,0.99,0.45,0.34,0.72,0.86,1.07,1.19,0.59
2127571,1,0.5,0.5,0.99,0.45,0.33,0.78,0.91,1.07,1.19,0.78
2127571,9,0.58,0.58,0.99,0.33,0.33,0.72,0.69,1.07,1.19,0.55
2127571,9,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.54
2127571,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2127571,6,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2127571,6,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2127761,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2127761,8,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2127761,8,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2127761,1,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2127761,8,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2127761,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127761,8,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2127761,8,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2127761,8,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2127886,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2127886,1,0.29,0.5,0.99,0.57,0.35,0.69,0.79,1.09,1.19,0.67
2127886,2,0.62,0.5,0.99,0.57,0.33,0.84,0.84,1.09,1.2,0.59
2127886,2,0.62,0.5,0.99,0.31,0.36,0.75,0.85,1.1,1.19,0.59
2127886,1,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2127886,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127886,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2127886,1,0.5,0.58,0.99,0.45,0.34,0.72,0.86,1.07,1.19,0.59
2127886,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2127886,1,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2127886,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2127886,2,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2127886,2,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.54
2127886,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2127886,1,0.39,0.55,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2127886,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2127886,2,0.58,0.5,0.99,0.29,0.46,0.69,0.79,1.07,1.19,0.56
2127936,1,0.29,0.53,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2127936,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2127936,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2127936,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2127936,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2127936,9,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128066,1,0.58,0.59,1.1,0.57,0.45,0.93,0.85,0.98,1.18,0.56
2128066,1,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2128066,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
2128066,1,0.62,0.5,0.99,0.55,0.36,0.75,0.85,1.09,1.19,0.59
2128066,2,0.62,0.5,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2128066,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2128066,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128074,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2128074,1,0.63,0.67,1.02,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2128074,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2128074,2,0.58,0.25,0.99,0.27,0.33,0.92,0.85,1.07,1.19,0.59
2128074,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2128074,1,0.19,0.6,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2128074,1,0.19,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128082,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128231,7,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128231,7,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.08,1.19,0.56
2128231,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2128231,7,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2128280,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2128280,6,0.29,0.5,0.95,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2128280,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2128280,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2128389,9,0.63,0.67,1.08,0.57,0.49,0.77,0.73,0.98,1.17,0.59
2128389,9,0.63,0.67,0.99,0.57,0.49,0.77,0.88,1.08,1.17,0.5
2128389,4,0.67,0.67,1.08,0.39,0.49,0.79,0.85,0.99,1.17,0.5
2128389,1,0.29,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
2128389,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2128389,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128397,5,0.63,0.66,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2128397,5,0.62,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2128397,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2128397,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2128397,10,0.62,0.61,1.04,0.28,0.36,0.74,0.85,1.09,1.19,0.59
2128397,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2128397,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2128397,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128397,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128397,7,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128397,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128397,5,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2128397,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128397,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128397,5,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2128397,4,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2128397,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2128397,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2128397,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2128397,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2128397,4,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128397,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128397,4,0.58,0.58,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2128397,1,0.58,0.19,0.99,0.45,0.33,0.69,0.79,1.07,1.19,0.56
2128421,1,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
2128421,4,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2128421,4,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2128421,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128421,4,0.58,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128421,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128421,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128421,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2128421,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128421,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128421,4,0.58,0.58,0.99,0.29,0.25,0.72,0.85,1.07,1.19,0.59
2128421,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2128421,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128421,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2128421,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128421,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128520,5,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2128520,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2128520,2,0.39,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2128546,8,0.62,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2128546,4,0.62,0.61,1.04,0.29,0.36,0.74,0.85,1.09,1.19,0.59
2128546,4,0.62,0.61,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.59
2128546,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2128546,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128546,8,0.62,0.61,0.99,0.45,0.33,0.75,0.65,1.09,1.19,0.59
2128546,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2128546,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128546,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2128546,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2128546,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128546,4,0.58,0.25,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
2128546,2,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2128546,1,0.29,0.5,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2128546,9,0.58,0.25,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
2128546,2,0.58,0.25,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
2128546,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2128546,1,0.29,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128546,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128629,7,0.46,0.59,1.08,0.57,0.34,0.93,0.75,1.09,1.19,0.33
2128629,7,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2128629,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.58
2128629,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128744,5,0.67,0.67,1.08,0.57,0.39,0.83,0.85,0.98,1.17,0.59
2128744,7,0.67,0.67,1.08,0.57,0.39,0.83,0.71,0.98,1.17,0.59
2128744,7,0.63,0.59,0.99,0.57,0.39,0.79,0.85,0.98,1.17,0.59
2128744,7,0.63,0.59,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
2128744,1,0.58,0.61,0.99,0.57,0.45,1,0.85,0.99,1.21,0.66
2128744,1,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.08,1.19,0.59
2128744,5,0.66,0.59,0.99,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2128744,1,0.19,0.59,0.99,0.57,0.35,0.93,0.85,1.09,1.19,0.59
2128744,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2128744,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128801,5,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2128801,5,0.66,0.59,1.11,0.57,0.33,0.96,0.85,1.09,1.19,0.59
2128801,5,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2128801,1,0.19,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2128801,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2128801,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
2128801,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128801,5,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128801,4,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2128801,1,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2128801,2,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128850,2,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2128850,2,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2128850,7,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.2,0.59
2128926,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2128926,8,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2128926,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.18,1.19,0.59
2128926,1,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128926,2,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2128926,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128926,8,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128926,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128926,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128926,1,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2128926,1,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2128926,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2128926,8,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2128926,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2128926,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2128926,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2128926,8,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129015,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129015,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129015,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129015,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129015,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129015,1,0.25,0.61,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129015,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129056,2,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2129056,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2129155,1,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2129155,1,0.62,0.76,1.09,0.57,0.33,0.89,0.85,1.09,1.18,0.59
2129155,1,0.62,0.61,1.04,0.28,0.36,0.74,0.65,1.09,1.19,0.59
2129155,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129155,1,0.5,0.58,0.99,0.45,0.33,0.75,0.85,1.07,1.19,0.59
2129155,1,0.58,0.44,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2129155,1,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.56
2129155,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2129155,1,0.39,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129239,1,0.29,0.5,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2129239,4,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129239,5,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129346,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2129346,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129346,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129346,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2129346,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2129346,1,0.29,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2129346,2,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129379,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2129379,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129379,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129379,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129379,4,0.5,0.5,0.99,0.19,0.34,0.72,0.85,1.08,1.19,0.74
2129379,1,0.58,0.58,0.99,0.45,0.33,0.79,0.89,1.09,1.19,0.68
2129379,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2129379,2,0.58,0.19,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2129551,1,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2129551,1,0.62,0.61,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2129551,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2129551,1,0.58,0.58,0.99,0.33,0.34,0.72,0.85,1.07,1.19,0.59
2129551,4,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
